Word,MorphStatus,Lang,ImmSA,ImmAllo,FlatClass,FlatSA,Flat,Class,SylCnt,StrsPat
period,Z,A,S,N,N,S,period[N][B],ADV,2,1x
periodic,C,,SA,N,Nx,SA,period[N]+ic[A|N.][A],A,4,xx1x
periodical,Z,,S,N,Nx,SA,period[N]+ical[A|N.][A][N],N,5,xx1xx
periodical,C,,SA,N,Nx,SA,period[N]+ical[A|N.][A],A,5,xx1xx
periodically,C,,SA,N,Nxx,SAA,period[N]+ic[A|N.][A]+ally[B|A.][B],ADV,6,xx1xxx
periodic table,C,,SS,N,NxN,SAS,period[N]+ic[A|N.][A]+table[N][N],N,6,xxxx1x
period piece,C,,SS,N,NN,SS,period[N]+piece[N][N],N,3,1xx
periods,Z,,F,N,N,F,periods[N][N],N,2,1x
peripatetic,O,,,,,,,A,5,xxx1x
peripatetically,C,,SA,N,Ax,SA,peripatetic[A]+ally[B|A.][B],ADV,7,xxx1xxx
peripheral,C,,SA,N,Nx,SA,periphery[N]+al[A|N.][A],A,4,x1xx
peripherally,C,,SA,N,Nxx,SAA,periphery[N]+al[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
periphery,O,,,,,,,N,4,x1xx
periphrasis,R,,,,,,,N,4,x1xx
periphrastic,C,,SA,N,Nx,SA,periphrasis[N]+ic[A|N.][A],A,4,xx1x
periphrastically,C,,SA,N,Nxx,SAA,periphrasis[N]+ic[A|N.][A]+ally[B|A.][B],ADV,6,xx1xxx
periscope,O,,,,,,,N,3,1xx
perish,O,,,,,,,V,2,1x
perishable,C,,SA,N,Vx,SA,perish[V]+able[A|V.][A],A,4,1xxx
perishables,C,,SA,N,Vxx,SAA,perish[V]+able[A|V.][A]+s[N|A.][N],N,4,1xxx
perisher,C,,SA,N,Vx,SA,perish[V]+er[N|V.][N],N,3,1xx
perishing,Z,,F,N,V,F,perishing[V][A],A,3,1xx
perishing,Z,,S,N,V,F,perishing[V][A][B],ADV,3,1xx
perishingly,C,,SA,N,Vx,FA,perishing[V][A]+ly[B|A.][B],ADV,4,1xxx
peristyle,O,,,,,,,N,3,1xx
peritoneum,R,,,,,,,N,5,xxx1x
peritonitis,C,,SA,N,Nx,SA,peritoneum[N]+itis[N|N.][N],N,5,xxx1x
periwig,O,,,,,,,N,3,1xx
periwinkle,M,,S,N,N,S,periwinkle[N],N,4,1xxx
perjure,R,,,,,,,V,2,1x
perjurer,C,,SA,N,Vx,SA,perjure[V]+er[N|V.][N],N,3,1xx
perjury,O,,,,,,,N,3,1xx
perk,M,,S,N,N,S,perk[N],N,1,1
perk,Z,,S,N,N,S,perk[N][V],V,1,1
perk,M,,S,N,A,S,perk[A],A,1,1
perkily,C,,SA,N,Axx,SAA,perk[A]+y[A|A.][A]+ly[B|A.][B],ADV,3,1xx
perkiness,C,,SA,N,Axx,SAA,perk[A]+y[A|A.][A]+ness[N|A.][N],N,3,1xx
perk up,O,,,,,,,V,2,x1
perky,C,,SA,N,Ax,SA,perk[A]+y[A|A.][A],A,2,1x
perm,C,B,S,C,AV,SS,permanent[A]+wave[V][N][N][N],N,1,1
perm,Z,B,S,N,AV,SS,permanent[A]+wave[V][N][N][N][V],V,1,1
perm,C,,S,C,Vx,SA,permute[V]+ation[N|V.][N][N],N,1,1
permafrost,C,,SS,B,AN,SS,permanent[A]+frost[N][N],N,3,1xx
permanence,C,,SA,N,Ax,SA,permanent[A]+ence[N|A.][N],N,3,1xx
permanency,C,,SA,N,Ax,SA,permanent[A]+ency[N|A.][N],N,4,1xxx
permanent,O,,,,,,,A,3,1xx
permanent,C,A,S,C,AV,SS,permanent[A]+wave[V][N][N][N],N,3,1xx
permanently,C,,SA,N,Ax,SA,permanent[A]+ly[B|A.][B],ADV,4,1xxx
permanent wave,C,,SS,N,AV,SS,permanent[A]+wave[V][N][N],N,4,xxx1
permanent way,C,,SS,N,AN,SS,permanent[A]+way[N][N],N,4,xxx1
permanganate,C,,SA,N,Ax,SA,permanganic[A]+ate[N|A.][N],N,4,x1xx
permanganate of potash,I,,,,,,,N,7,xxxxx1x
permanganic,O,,,,,,,A,4,xx1x
permeability,C,,SA,N,Vxx,SAA,permeate[V]+able[A|V.][A]+ity[N|A.][N],N,5,xx1xx
permeable,C,,SA,N,Vx,SA,permeate[V]+able[A|V.][A],A,3,1xx
permeate,O,,,,,,,V,3,1xx
permeation,C,,SA,N,Vx,SA,permeate[V]+ion[N|V.][N],N,4,xx1x
permissible,C,,SA,N,Vx,SA,permit[V]+ible[A|V.][A],A,4,x1xx
permissibly,C,,SA,N,Vxx,SAA,permit[V]+ible[A|V.][A]+ly[B|A.][B],ADV,4,x1xx
permission,C,,SA,N,Vx,SA,permit[V]+ion[N|V.][N],N,3,x1x
permissive,C,,SA,N,Vxx,SAA,permit[V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
permissively,C,,SA,N,Vxxx,SAAA,permit[V]+ion[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
permissiveness,C,,SA,N,Vxxx,SAAA,permit[V]+ion[N|V.][N]+ive[A|N.][A]+ness[N|A.][N],N,4,x1xx
permit,Z,,S,N,V,S,permit[V][N],N,2,1x
permit,R,,,,,,,V,2,x1
permit of,C,,SS,N,VP,SS,permit[V]+of[P][V],V,3,x1x
permutation,C,,SA,N,Vx,SA,permute[V]+ation[N|V.][N],N,4,xx1x
permute,R,,,,,,,V,2,x1
pernicious,O,,,,,,,A,3,x1x
pernicious anaemia,C,,SS,N,AN,SS,pernicious[A]+anaemia[N][N],N,6,xxxx1x
perniciously,C,,SA,N,Ax,SA,pernicious[A]+ly[B|A.][B],ADV,4,x1xx
perniciousness,C,,SA,N,Ax,SA,pernicious[A]+ness[N|A.][N],N,4,x1xx
pernickety,O,,,,,,,A,4,x1xx
Pernod,I,,,,,,,N,2,1x
perorate,C,,AS,N,xV,AS,per[V|.V]+orate[V][V],V,3,1xx
peroration,C,,SA,N,xVx,ASA,per[V|.V]+orate[V][V]+ion[N|V.][N],N,4,xx1x
peroxide,O,,,,,,,N,3,x1x
peroxide blonde,C,,SS,N,NA,SS,peroxide[N]+blonde[A][N][N],N,4,xxx1
perpendicular,Z,,S,N,A,S,perpendicular[A][N],N,5,xx1xx
perpendicular,O,,,,,,,A,5,xx1xx
perpendicularly,C,,SA,N,Ax,SA,perpendicular[A]+ly[B|A.][B],ADV,6,xx1xxx
perpetrate,O,,,,,,,V,3,1xx
perpetration,C,,SA,N,Vx,SA,perpetrate[V]+ion[N|V.][N],N,4,xx1x
perpetrator,C,,SA,N,Vx,SA,perpetrate[V]+or[N|V.][N],N,4,1xxx
perpetual,O,,,,,,,A,3,x1x
perpetually,C,,SA,N,Ax,SA,perpetual[A]+ly[B|A.][B],ADV,4,x1xx
perpetual motion,C,,SS,N,AN,SS,perpetual[A]+motion[N][N],N,5,xxx1x
perpetuate,O,,,,,,,V,4,x1xx
perpetuation,C,,SA,N,Vx,SA,perpetuate[V]+ion[N|V.][N],N,5,xxx1x
perpetuity,C,,SA,N,Ax,SA,perpetual[A]+ity[N|A.][N],N,5,xx1xx
perplex,Z,,S,N,A,S,perplex[A][V],V,2,x1
perplex,R,,,,,,,A,2,x1
perplexed,Z,,F,N,V,F,perplexed[V][A],A,2,x1
perplexedly,C,,SA,N,Vx,FA,perplexed[V][A]+ly[B|A.][B],ADV,4,x1xx
perplexity,C,,SA,N,Ax,SA,perplex[A]+ity[N|A.][N],N,4,x1xx
perquisite,O,,,,,,,N,3,1xx
perry,M,,S,N,N,S,perry[N],N,2,1x
pers.,I,,,,,,,,2,1x
per se,U,,,,,,,ADV,2,x1
persecute,R,,,,,,,V,3,1xx
persecution,C,,SA,N,Vx,SA,persecute[V]+ion[N|V.][N],N,4,xx1x
persecutor,C,,SA,N,Vx,SA,persecute[V]+or[N|V.][N],N,4,1xxx
perseverance,C,,SA,N,Vx,SA,persevere[V]+ance[N|V.][N],N,4,xx1x
persevere,R,,,,,,,V,3,xx1
persevering,Z,,F,N,V,F,persevering[V][A],A,4,xx1x
perseveringly,C,,SA,N,Vx,FA,persevering[V][A]+ly[B|A.][B],ADV,5,xx1xx
Persia,I,,,,,,,N,2,1x
Persian,Z,,S,N,Nx,SA,Persia[N]+an[A|N.][A][N],N,2,1x
Persian,C,,SA,N,Nx,SA,Persia[N]+an[A|N.][A],A,2,1x
persiflage,O,,,,,,,N,3,1xx
persimmon,M,,S,N,N,S,persimmon[N],N,3,x1x
persist,R,,,,,,,V,2,x1
persistence,C,,SA,N,Vxx,SAA,persist[V]+ent[A|V.][A]+ence[N|A.][N],N,3,x1x
persistent,C,,SA,N,Vx,SA,persist[V]+ent[A|V.][A],A,3,x1x
persistently,C,,SA,N,Vxx,SAA,persist[V]+ent[A|V.][A]+ly[B|A.][B],ADV,4,x1xx
persnickety,O,,,,,,,A,4,x1xx
person,M,,S,N,N,S,person[N],N,2,1x
persona,R,,,,,,,N,3,x1x
personable,C,,SA,N,Nx,SA,person[N]+able[A|N.][A],A,4,1xxx
personably,C,,SA,N,Nxx,SAA,person[N]+able[A|N.][A]+ly[B|A.][B],ADV,4,1xxx
personage,C,,SA,N,Nx,SA,person[N]+age[N|N.][N],N,3,1xx
persona grata,U,,,,,,,N,5,xxx1x
personal,C,,SA,N,Nx,SA,person[N]+al[A|N.][A],A,2,1x
personal,Z,,S,N,Nx,SA,person[N]+al[A|N.][A][N],N,2,1x
personal assistant,C,,SS,N,NxVx,SASA,person[N]+al[A|N.][A]+assist[V]+ant[N|V.][N][N],N,5,xxx1x
personal column,C,,SS,N,NxN,SAS,person[N]+al[A|N.][A]+column[N][N],N,4,1xxx
personal estate,C,,SS,N,NxN,SAS,person[N]+al[A|N.][A]+estate[N][N],N,4,xxx1
personalities,Z,,F,N,N,F,personalities[N][N],N,5,xx1xx
personality,C,,SA,N,Nxx,SAA,person[N]+al[A|N.][A]+ity[N|A.][N],N,5,xx1xx
personality cult,C,,SS,N,NxxN,SAAS,person[N]+al[A|N.][A]+ity[N|A.][N]+cult[N][N],N,6,xx1xxx
personalization,C,,SA,N,Nxxx,SAAA,person[N]+al[A|N.][A]+ize[V|A.][V]+ation[N|V.][N],N,5,xxx1x
personalize,C,,SA,N,Nxx,SAA,person[N]+al[A|N.][A]+ize[V|A.][V],V,4,1xxx
personally,C,,SA,N,Nxx,SAA,person[N]+al[A|N.][A]+ly[B|A.][B],ADV,3,1xx
personal pronoun,C,,SS,N,NxxN,SAAS,person[N]+al[A|N.][A]+pro[N|.N]+noun[N][N][N],N,4,xx1x
personal property,C,,SS,N,NxN,SAS,person[N]+al[A|N.][A]+property[N][N],N,5,xx1xx
personalty,C,,SA,N,Nxx,SAA,person[N]+al[A|N.][A]+ty[N|A.][N],N,3,1xx
persona non grata,U,,,,,,,N,6,xxxx1x
personate,C,,SA,N,Nx,SA,person[N]+ate[V|N.][V],V,3,1xx
personation,C,,SA,N,Nxx,SAA,person[N]+ate[V|N.][V]+ion[N|V.][N],N,4,xx1x
personification,C,,SA,N,Nxx,SAA,person[N]+ify[V|N.][V]+ation[N|V.][N],N,6,xxxx1x
personify,C,,SA,N,Nx,SA,person[N]+ify[V|N.][V],V,4,x1xx
personnel,R,,,,,,,N,3,xx1
perspective,O,,,,,,,N,3,x1x
perspex,R,,,,,,,N,2,1x
perspicacious,O,,,,,,,A,4,xx1x
perspicaciously,C,,SA,N,Ax,SA,perspicacious[A]+ly[B|A.][B],ADV,5,xx1xx
perspicacity,C,,SA,N,Ax,SA,perspicacious[A]+ity[N|A.][N],N,5,xx1xx
perspicuity,C,,SA,N,Ax,SA,perspicuous[A]+ity[N|A.][N],N,5,xx1xx
perspicuous,O,,,,,,,A,3,x1x
perspicuously,C,,SA,N,Ax,SA,perspicuous[A]+ly[B|A.][B],ADV,4,x1xx
perspicuousness,C,,SA,N,Ax,SA,perspicuous[A]+ness[N|A.][N],N,4,x1xx
perspiration,C,,SA,N,Vx,SA,perspire[V]+ation[N|V.][N],N,4,xx1x
perspire,R,,,,,,,V,3,x1x
persuadable,C,,SA,N,Vx,SA,persuade[V]+able[A|V.][A],A,4,x1xx
persuade,O,,,,,,,V,2,x1
persuasion,C,,SA,N,Vx,SA,persuade[V]+ion[N|V.][N],N,3,x1x
persuasive,C,,SA,N,Vxx,SAA,persuade[V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
persuasively,C,,SA,N,Vxxx,SAAA,persuade[V]+ion[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
persuasiveness,C,,SA,N,Vxxx,SAAA,persuade[V]+ion[N|V.][N]+ive[A|N.][A]+ness[N|A.][N],N,4,x1xx
pert,M,,S,N,A,S,pert[A],A,1,1
pertain to,O,,,,,,,V,3,x1x
pertinacious,O,,,,,,,A,4,xx1x
pertinaciously,C,,SA,N,Ax,SA,pertinacious[A]+ly[B|A.][B],ADV,5,xx1xx
pertinacity,C,,SA,N,Ax,SA,pertinacious[A]+ity[N|A.][N],N,5,xx1xx
pertinence,C,,SA,N,Vxx,SAA,pertain to[V]+ent[A|V.][A]+ence[N|A.][N],N,3,1xx
pertinent,C,,SA,D,Vx,SA,pertain to[V]+ent[A|V.][A],A,3,1xx
pertinently,C,,SA,N,Vxx,SAA,pertain to[V]+ent[A|V.][A]+ly[B|A.][B],ADV,4,1xxx
pertly,C,,SA,N,Ax,SA,pert[A]+ly[B|A.][B],ADV,2,1x
pertness,C,,SA,N,Ax,SA,pert[A]+ness[N|A.][N],N,2,1x
perturb,R,,,,,,,V,2,x1
perturbable,C,,SA,N,Vx,SA,perturb[V]+able[A|V.][A],A,4,x1xx
perturbation,C,,SA,N,Vx,SA,perturb[V]+ation[N|V.][N],N,4,xx1x
Peru,I,,,,,,,N,2,x1
peruke,M,,S,N,N,S,peruke[N],N,2,x1
perusal,C,,SA,N,xVx,ASA,per[V|.V]+use[V][V]+al[N|V.][N],N,3,x1x
peruse,C,,AS,N,xV,AS,per[V|.V]+use[V][V],V,2,x1
Peruvian,Z,,S,N,Nx,SA,Peru[N]+ian[A|N.][A][N],N,3,x1x
Peruvian,C,,SA,N,Nx,SA,Peru[N]+ian[A|N.][A],A,3,x1x
pervade,R,,,,,,,V,2,x1
pervasion,C,,SA,N,Vx,SA,pervade[V]+ion[N|V.][N],N,3,x1x
pervasive,C,,SA,N,Vxx,SAA,pervade[V]+ion[N|V.][N]+ive[A|N.][A],A,3,x1x
pervasively,C,,SA,N,Vxxx,SAAA,pervade[V]+ion[N|V.][N]+ive[A|N.][A]+ly[B|A.][B],ADV,4,x1xx
pervasiveness,C,,SA,N,Vxxx,SAAA,pervade[V]+ion[N|V.][N]+ive[A|N.][A]+ness[N|A.][N],N,4,x1xx
perverse,R,,,,,,,A,2,x1
perversely,C,,SA,N,Ax,SA,perverse[A]+ly[B|A.][B],ADV,3,x1x
perverseness,C,,SA,N,Ax,SA,perverse[A]+ness[N|A.][N],N,3,x1x
perversion,C,,SA,N,Vx,SA,pervert[V]+ion[N|V.][N],N,3,x1x
perversity,C,,SA,N,Ax,SA,perverse[A]+ity[N|A.][N],N,4,x1xx
pervert,Z,,S,N,V,S,pervert[V][N],N,2,1x
pervert,R,,,,,,,V,2,x1
peseta,U,,,,,,,N,3,x1x
pesky,O,A,,,,,,A,2,1x
peso,U,,,,,,,N,2,1x
pessary,O,,,,,,,N,3,1xx
pessimism,O,,,,,,,N,4,1xxx
pessimist,C,,SA,N,Nx,SA,pessimism[N]+ist[N|N.][N],N,3,1xx
pessimistic,C,,SA,N,Nxx,SAA,pessimism[N]+ist[N|N.][N]+ic[A|N.][A],A,4,xx1x
pessimistical,C,,SA,N,Nxx,SAA,pessimism[N]+ist[N|N.][N]+ical[A|N.][A],A,5,xx1xx
pessimistically,C,,SA,N,Nxxx,SAAA,pessimism[N]+ist[N|N.][N]+ic[A|N.][A]+ally[B|A.][B],ADV,6,xx1xxx
pest,M,,S,N,N,S,pest[N],N,1,1
pester,C,,SA,N,Nx,SA,pest[N]+er[V|N.][V],V,2,1x
pesticide,C,,SA,N,Nx,SA,pest[N]+cide[N|N.][N],N,3,1xx
pestiferous,O,,,,,,,A,4,x1xx
pestilence,C,,SA,N,Nxx,SAA,pest[N]+ent[A|N.][A]+ence[N|A.][N],N,3,1xx
pestilent,C,,SA,N,Nx,SA,pest[N]+ent[A|N.][A],A,3,1xx
pestilential,C,,SA,N,Nxxx,SAAA,pest[N]+ent[A|N.][A]+ence[N|A.][N]+ial[A|N.][A],A,4,xx1x
pestle,M,,S,N,N,S,pestle[N],N,2,1x
pestle,Z,,S,N,N,S,pestle[N][V],V,2,1x
pet,M,,S,N,N,S,pet[N],N,1,1
pet,Z,,S,N,N,S,pet[N][V],V,1,1
petal,M,,S,N,N,S,petal[N],N,2,1x
petalled,C,,SA,N,Nx,SA,petal[N]+ed[A|N.][A],A,2,1x
petard,R,,,,,,,N,2,x1
Peter,I,,,,,,,N,2,1x
peter,M,,S,N,N,S,peter[N],N,2,1x
peterman,C,,SS,N,NN,SS,peter[N]+man[N][N],N,3,1xx
peter out,O,,,,,,,V,3,xx1
petit bourgeois,U,,,,,,,N,4,xx1x
petite,U,,,,,,,A,2,x1
petit four,U,,,,,,,N,3,xx1
petition,O,,,,,,,N,3,x1x
petition,Z,,S,N,N,S,petition[N][V],V,3,x1x
petitioner,C,,SA,N,Nx,SA,petition[N][V]+er[N|V.][N],N,4,x1xx
petit mal,U,,,,,,,N,3,xx1
pet name,C,,SS,N,NV,SS,pet[N]+name[V][N][N],N,2,1x
petrel,M,,S,N,N,S,petrel[N],N,2,1x
petrifaction,C,,SA,N,Vx,SA,petrify[V]+ion[N|V.][N],N,4,xx1x
petrify,O,,,,,,,V,3,1xx
petrochemical,O,,,,,,,N,5,xx1xx
petrol,M,B,S,N,N,S,petrol[N],N,2,1x
petrolatum,R,,,,,,,N,4,xx1x
petroleum,R,,,,,,,N,3,x1x
petroleum jelly,C,,SS,N,NN,SS,petroleum[N]+jelly[N][N],N,5,xxx1x
petrologist,C,,SA,N,Nx,SA,petrology[N]+ist[N|N.][N],N,4,x1xx
petrology,O,,,,,,,N,4,x1xx
petrol station,C,,SS,N,NN,SS,petrol[N]+station[N][N],N,4,1xxx
petticoat,C,,SS,N,AN,SS,petty[A]+coat[N][N],N,3,1xx
pettifog,O,,,,,,,V,3,1xx
pettifogging,Z,,F,N,V,F,pettifogging[V][A],A,4,1xxx
pettily,C,,SA,N,Ax,SA,petty[A]+ly[B|A.][B],ADV,3,1xx
pettiness,C,,SA,N,Ax,SA,petty[A]+ness[N|A.][N],N,3,1xx
pettish,C,,SA,N,Nx,SA,pet[N]+ish[A|N.][A],A,2,1x
pettishly,C,,SA,N,Nxx,SAA,pet[N]+ish[A|N.][A]+ly[B|A.][B],ADV,3,1xx
pettishness,C,,SA,N,Nxx,SAA,pet[N]+ish[A|N.][A]+ness[N|A.][N],N,3,1xx
petty,O,,,,,,,A,2,1x
petty bourgeois,C,,SS,N,AA,SS,petty[A]+bourgeois[A][N][N],N,4,1xxx
petty cash,C,,SS,N,AN,SS,petty[A]+cash[N][N],N,3,xx1
petty larceny,C,,SS,N,AN,SS,petty[A]+larceny[N][N],N,5,xx1xx
petty officer,C,,SS,N,ANx,SSA,petty[A]+office[N]+er[N|N.][N][N],N,5,xx1xx
petulance,C,,SA,N,Ax,SA,petulant[A]+ance[N|A.][N],N,3,1xx
petulant,O,,,,,,,A,3,1xx
petulantly,C,,SA,N,Ax,SA,petulant[A]+ly[B|A.][B],ADV,4,1xxx
petunia,R,,,,,,,N,3,x1x
pew,M,,S,N,N,S,pew[N],N,1,1
pewit,M,,S,N,N,S,pewit[N],N,2,1x
pew-opener,C,,SS,N,NAx,SSA,pew[N]+open[A][V]+er[N|V.][N][N],N,4,1xxx
pewter,R,,,,,,,N,2,1x
peyote,U,,,,,,,N,3,x1x
pfennig,U,,,,,,,N,2,1x
phaeton,M,,S,N,N,S,phaeton[N],N,2,1x
phagocyte,M,,S,N,N,S,phagocyte[N],N,3,1xx
phalanx,M,,S,N,N,S,phalanx[N],N,2,1x
phalarope,M,,S,N,N,S,phalarope[N],N,3,1xx
phallic,C,,SA,N,Nx,SA,phallus[N]+ic[A|N.][A],A,2,1x
phallus,M,,S,N,N,S,phallus[N],N,2,1x
phantasm,R,,,,,,,N,3,1xx
phantasmagoria,R,,,,,,,N,5,xxx1x
phantasmagoric,C,,SA,N,Nx,SA,phantasmagoria[N]+ic[A|N.][A],A,5,xxx1x
phantasmagorical,C,,SA,N,Nx,SA,phantasmagoria[N]+ical[A|N.][A],A,6,xxx1xx
phantasmal,C,,SA,N,Nx,SA,phantasm[N]+al[A|N.][A],A,3,x1x
phantasmic,C,,SA,N,Nx,SA,phantasm[N]+ic[A|N.][A],A,3,x1x
phantasy,O,,,,,,,N,3,1xx
phantom,R,,,,,,,N,2,1x
pharaoh,Z,,S,N,N,S,Pharaoh[N][N],N,2,1x
Pharaoh,I,,,,,,,N,2,1x
pharisaic,C,,SA,N,Nx,SA,pharisee[N]+ic[A|N.][A],A,4,xx1x
pharisaical,C,,SA,N,Nx,SA,pharisee[N]+ical[A|N.][A],A,5,xx1xx
pharisaism,C,,SA,N,Nx,SA,pharisee[N]+ism[N|N.][N],N,5,1xxxx
pharisee,M,,S,N,N,S,pharisee[N],N,3,1xx
Pharisee,M,,S,N,N,S,Pharisee[N],N,3,1xx
pharmaceutical,C,,SA,N,Nx,SA,pharmacy[N]+ical[A|N.][A],A,5,xx1xx
pharmaceutically,C,,SA,N,Nxx,SAA,pharmacy[N]+ical[A|N.][A]+ly[B|A.][B],ADV,6,xx1xxx
pharmacist,C,,SA,N,Nx,SA,pharmacy[N]+ist[N|N.][N],N,3,1xx
pharmacologist,C,,SA,N,Nx,SA,pharmacology[N]+ist[N|N.][N],N,5,xx1xx
pharmacology,O,,,,,,,N,5,xx1xx
pharmacopoeia,R,,,,,,,N,5,xxx1x
pharmacy,O,,,,,,,N,3,1xx
pharos,M,,S,N,N,S,pharos[N],N,2,1x
pharyngitis,C,,SA,N,Nx,SA,pharynx[N]+itis[N|N.][N],N,4,xx1x
pharynx,M,,S,N,N,S,pharynx[N],N,2,1x
phase,M,,S,N,N,S,phase[N],N,1,1
phase,Z,,S,N,N,S,phase[N][V],V,1,1
phase in,C,,SS,N,NP,SS,phase[N][V]+in[P][B][V],V,2,x1
phase out,C,,SS,N,NB,SS,phase[N][V]+out[B][V],V,2,x1
phase-out,Z,,S,N,NB,SS,phase[N][V]+out[B][V][N],N,2,1x
PhD,I,,,,,,,,3,xx1
pheasant,M,,S,N,N,S,pheasant[N],N,2,1x
phenobarbital,M,,S,N,N,S,phenobarbital[N],N,5,xx1xx
phenobarbitone,R,,,,,,,N,5,xx1xx
phenol,R,,,,,,,N,2,1x
phenomenal,C,,SA,N,Nx,SA,phenomenon[N]+al[A|N.][A],A,4,x1xx
phenomenally,C,,SA,N,Nxx,SAA,phenomenon[N]+al[A|N.][A]+ly[B|A.][B],ADV,5,x1xxx
phenomenon,M,,S,N,N,S,phenomenon[N],N,4,x1xx
phew,I,,,,,,,I,1,1
phi,M,,S,N,N,S,phi[N],N,1,1
phial,M,,S,N,N,S,phial[N],N,2,1x
Phil,I,,,,,,,N,1,1
philander,R,,,,,,,V,3,x1x
philanderer,C,,SA,N,Vx,SA,philander[V]+er[N|V.][N],N,4,x1xx
philanthropic,C,,SA,N,Nx,SA,philanthropy[N]+ic[A|N.][A],A,4,xx1x
philanthropical,C,,SA,N,Nx,SA,philanthropy[N]+ical[A|N.][A],A,5,xx1xx
philanthropically,C,,SA,N,Nxx,SAA,philanthropy[N]+ic[A|N.][A]+ally[B|A.][B],ADV,6,xx1xxx
philanthropist,C,,SA,N,Nx,SA,philanthropy[N]+ist[N|N.][N],N,4,x1xx
philanthropy,O,,,,,,,N,4,x1xx
philatelic,C,,SA,N,Nx,SA,philately[N]+ic[A|N.][A],A,4,xx1x
philatelist,C,,SA,N,Nx,SA,philately[N]+ist[N|N.][N],N,4,x1xx
philately,O,,,,,,,N,4,x1xx
philharmonic,O,,,,,,,A,4,xx1x
philhellene,Z,,S,N,A,S,philhellene[A][N],N,3,x1x
philhellene,R,,,,,,,A,3,x1x
philhellenic,C,,SA,N,Ax,SA,philhellene[A][N]+ic[A|N.][A],A,4,xx1x
philippic,R,,,,,,,N,3,x1x
Philippine,Z,,S,N,A,S,Philippine[A][N],N,3,1xx
Philippine,M,,S,N,A,S,Philippine[A],A,3,1xx
Philistia,I,,,,,,,N,3,x1x
Philistine,C,,SA,N,Nx,SA,Philistia[N]+ine[A|N.][A],A,3,1xx
philistine,Z,,S,N,Nx,SA,Philistia[N]+ine[A|N.][A][N],N,3,1xx
philistinism,C,,SA,N,Nxx,SAA,Philistia[N]+ine[A|N.][A][N]+ism[N|N.][N],N,5,1xxxx
philological,C,,SA,N,Nx,SA,philology[N]+ical[A|N.][A],A,5,xx1xx
philologically,C,,SA,N,Nxx,SAA,philology[N]+ical[A|N.][A]+ly[B|A.][B],ADV,6,xx1xxx
philologist,C,,SA,N,Nx,SA,philology[N]+ist[N|N.][N],N,4,x1xx
philology,O,,,,,,,N,4,x1xx
philosopher,C,,SA,N,Nx,SA,philosophy[N]+er[N|N.][N],N,4,x1xx
philosopher's stone,C,,SAS,N,NxxN,SAAS,philosophy[N]+er[N|N.][N]+s[N|N.N]+stone[N][N],N,5,xxxx1
philosophic,C,,SA,N,Nx,SA,philosophy[N]+ic[A|N.][A],A,4,xx1x
philosophical,C,,SA,N,Nx,SA,philosophy[N]+ical[A|N.][A],A,5,xx1xx
philosophically,C,,SA,N,Nxx,SAA,philosophy[N]+ical[A|N.][A]+ly[B|A.][B],ADV,6,xx1xxx
philosophize,C,,SA,N,Nx,SA,philosophy[N]+ize[V|N.][V],V,4,x1xx
philosophy,R,,,,,,,N,4,x1xx
philtre,R,,,,,,,N,2,1x
phiz,C,,S,C,N,S,phizog[N][N],N,1,1
phizog,M,,S,N,N,S,phizog[N],N,2,1x
phlebitis,R,,,,,,,N,3,x1x
phlebotomy,R,,,,,,,N,4,x1xx
phlegm,M,,S,N,N,S,phlegm[N],N,1,1
phlegmatic,C,,SA,N,Nx,SA,phlegm[N]+atic[A|N.][A],A,3,x1x
phlegmatical,C,,SA,N,Nx,SA,phlegm[N]+ical[A|N.][A],A,4,x1xx
phlegmatically,C,,SA,N,Nxx,SAA,phlegm[N]+atic[A|N.][A]+ally[B|A.][B],ADV,5,x1xxx
phlox,M,,S,N,N,S,phlox[N],N,1,1
phobia,R,,,,,,,N,2,1x
phobic,Z,,S,N,Nx,SA,phobia[N]+ic[A|N.][A][N],N,2,1x
phobic,C,,SA,N,Nx,SA,phobia[N]+ic[A|N.][A],A,2,1x
Phoenicia,I,,,,,,,N,3,x1x
Phoenician,C,,SA,N,Nx,SA,Phoenicia[N]+an[A|N.][A],A,3,x1x
phoenix,M,,S,N,N,S,phoenix[N],N,2,1x
phone,C,,S,C,xx,AA,tele[N|.x]+phone[N|x.][N][N],N,1,1
phone,Z,,S,N,xx,AA,tele[N|.x]+phone[N|x.][N][N][V],V,1,1
phonebooth,C,,SS,N,xxN,AAS,tele[N|.x]+phone[N|x.][N][N]+booth[N][N],N,2,1x
phone box,C,,SS,N,xxN,AAS,tele[N|.x]+phone[N|x.][N][N]+box[N][N],N,2,1x
phonecall,C,,SS,N,xxV,AAS,tele[N|.x]+phone[N|x.][N][N]+call[V][N][N],N,2,1x
phone-in,Z,,S,N,xxP,AAS,tele[N|.x]+phone[N|x.][N][N][V]+in[P][B][V][N],N,2,1x
phone in,C,,SS,N,xxP,AAS,tele[N|.x]+phone[N|x.][N][N][V]+in[P][B][V],V,2,x1
phoneme,R,,,,,,,N,2,1x
